127900,14,139,0,8,26,0,shingo
122500,16,157,0,8,4,4,S.Inada
121600,15,142,0,8,38,6,shingo
97000,15,142,0,7,27,7,zopnda
91400,18,176,0,9,9,0,shingo
82800,16,156,0,9,33,2,zonda
78200,13,128,0,8,1,6,hogehogehe
24800,3,20,0,2,10,3,
11200,3,28,0,2,30,2,hogehogehe
0,0,0,0,0,0,0,CRC
